COMPNOS,NatureCode,INCIDENT_TYPE_DESCRIPTION,MAIN_CRIMECODE,REPTDISTRICT,REPORTINGAREA,FROMDATE,WEAPONTYPE,Shooting,DOMESTIC,SHIFT,Year,Month,DAY_WEEK,UCRPART,X,Y,STREETNAME,XSTREETNAME,Geo,Latitude,Longitude,Latitude_Fixed,Longitude_Fixed,postcode
142048821,ARREST,PubDrink,PubDrink,A1,0,11/14/2014 10:22,Unarmed,No,No,Day,2014,11,Friday,Part Two,774963.6679,2953628.003,OXFORD ST,,"42.35206634, -71.06050956",(42.35206634, -71.06050956),42.35206634,-71.06050956,2111
152046887,ARREST,PubDrink,PubDrink,A1,0,6/6/2015 18:00,Unarmed,No,No,First,2015,6,Saturday,Part Two,774744.3097,2953707.048,HARRISON AV,ESSEX ST,"42.35228634, -71.06131956",(42.35228634, -71.06131956),42.35228634,-71.06131956,2111
152026181,SS,DISORDERLY,24xx,A1,0,3/31/2015 17:53,Other,No,No,First,2015,3,Tuesday,Part Two,774019.8233,2953717.911,BOYLSTON ST,,"42.35232634, -71.06399956",(42.35232634, -71.06399956),42.35232634,-71.06399956,2111
152009731,ARREST,OPERATING UNDER INFLUENCE,21xx,A1,0,2/6/2015 1:06,Unarmed,No,No,Last,2015,2,Friday,Part Two,775603.7878,2953727.883,ESSEX ST,SURFACE RD,"42.35233135, -71.05813956",(42.35233135, -71.05813956),42.35233135,-71.05813956,2111
152000886,TS,OPERATING UNDER INFLUENCE,21xx,A1,0,1/4/2015 2:45,Unarmed,No,No,Last,2015,1,Sunday,Part Two,774725.0603,2953770.724,HARRISON AV,ESSEX ST,"42.35246135, -71.06138956",(42.35246135, -71.06138956),42.35246135,-71.06138956,2111
142051180,ARREST,PubDrink,PubDrink,A1,0,11/22/2014 1:57,Unarmed,No,No,Last,2014,11,Saturday,Part Two,774725.0603,2953770.724,ESSEX ST,HARRISON AV,"42.35246135, -71.06138956",(42.35246135, -71.06138956),42.35246135,-71.06138956,2111
130389807,ARREST,OPERATING UNDER INFLUENCE,21xx,A1,116,6/26/2013 4:44,Unarmed,No,No,Last,2013,6,Wednesday,Part Two,775115.5622,2953789.135,ESSEX ST,,"42.35250634, -71.05994456",(42.35250634, -71.05994456),42.35250634,-71.05994456,2111
120623686,IVPER ,DISORDERLY,24xx,A1,116,10/4/2012 3:24,Unarmed,No,No,Last,2012,10,Thursday,Part Two,774999.3043,2953794.002,ESSEX ST,,"42.35252134, -71.06037456",(42.35252134, -71.06037456),42.35252134,-71.06037456,2111
130180952,LARCIP,DISORDERLY,24xx,A1,116,3/28/2013 3:24,Unarmed,No,No,Last,2013,3,Thursday,Part Two,774999.3043,2953794.002,ESSEX ST,,"42.35252134, -71.06037456",(42.35252134, -71.06037456),42.35252134,-71.06037456,2111
140355138,SSTOP ,DISORDERLY,24xx,A1,116,6/6/2014 2:31,Unarmed,No,No,Last,2014,6,Friday,Part Two,774999.3043,2953794.002,ESSEX ST,,"42.35252134, -71.06037456",(42.35252134, -71.06037456),42.35252134,-71.06037456,2111
130324498,IVPER ,PubDrink,PubDrink,A1,116,5/30/2013 11:30,Unarmed,No,No,Day,2013,5,Thursday,Part Two,774924.9706,2953793.618,ESSEX ST,OXFORD ST,"42.35252135, -71.06064957",(42.35252135, -71.06064957),42.35252135,-71.06064957,2111
152021602,ARREST,DISORDERLY,24xx,A1,0,3/17/2015 18:43,Unarmed,No,No,First,2015,3,Tuesday,Part Two,773885.5489,2953810.154,TREMONT ST,,"42.35258134, -71.06449456",(42.35258134, -71.06449456),42.35258134,-71.06449456,2111
130241768,ARREST,DISORDERLY,24xx,A1,112,4/24/2013 19:00,Unarmed,No,No,First,2013,4,Wednesday,Part Two,774839.4243,2953895.029,CHAUNCY ST,,"42.35280082, -71.06096411",(42.35280082, -71.06096411),42.35280082,-71.06096411,2111
142002487,ARREST,DISORDERLY,24xx,A1,0,6/24/2014 16:55,Other,No,No,First,2014,6,Tuesday,Part Two,773924.729,2953989.266,TREMONT ST,,"42.35307228, -71.06434623",(42.35307228, -71.06434623),42.35307228,-71.06434623,2111
142038270,PERGUN,DISORDERLY,24xx,A1,0,10/11/2014 23:36,Other,No,No,First,2014,10,Saturday,Part Two,773924.729,2953989.266,TREMONT ST,,"42.35307228, -71.06434623",(42.35307228, -71.06434623),42.35307228,-71.06434623,2111
152004362,IVPER,DISORDERLY,24xx,A1,0,1/16/2015 17:11,Other,No,No,First,2015,1,Friday,Part Two,773924.729,2953989.266,TREMONT ST,,"42.35307228, -71.06434623",(42.35307228, -71.06434623),42.35307228,-71.06434623,2111
,DISTRB,Disorderly Conduct,24xx,A1,111,7/23/2015 0:00,None,No,No,,2015,7,Thursday,Part Two,774334,2950000,AVERY ST,NULL,"42.3532600973601, -71.0628321618309",(42.3532600973601, -71.0628321618309),42.3532601,-71.06283216,2111
130698622,ARREST,DISORDERLY,24xx,A1,111,11/2/2013 16:30,Unarmed,No,No,First,2013,11,Saturday,Part Two,773944.9704,2954083.778,AVERY ST,TREMONT ST,"42.35333135, -71.06426956",(42.35333135, -71.06426956),42.35333135,-71.06426956,2111
,IVPER,Disorderly Conduct,24xx,A1,112,7/9/2015 0:00,None,No,No,,2015,7,Thursday,Part Two,774459,2950000,WASHINGTON ST,NULL,"42.3535812914228, -71.0623666460704",(42.3535812914228, -71.0623666460704),42.35358129,-71.06236665,2111
152040525,ARREST,DISORDERLY,24xx,A1,0,5/17/2015 20:45,Unarmed,No,No,First,2015,5,Sunday,Part Two,774617.4802,2954191.086,AVENUE DE LAFAYETTE,HARRISON AV,"42.35361634, -71.06177956",(42.35361634, -71.06177956),42.35361634,-71.06177956,2111
130350223,ABRPT ,DISORDERLY,24xx,A1,111,6/9/2013 11:00,Unarmed,No,No,Day,2013,6,Sunday,Part Two,774081.4655,2954458.626,TREMONT ST,WEST ST,"42.35435802, -71.0637575",(42.35435802, -71.0637575),42.35435802,-71.0637575,2111
140234183,REMOVE,DISORDERLY,24xx,A1,111,4/17/2014 17:41,Unarmed,No,No,First,2014,4,Thursday,Part Two,774081.4655,2954458.626,TREMONT ST,,"42.35435802, -71.0637575",(42.35435802, -71.0637575),42.35435802,-71.0637575,2111
130535300,EDP2  ,DISORDERLY,24xx,A1,72,8/24/2013 16:29,Unarmed,No,No,First,2013,8,Saturday,Part Two,774711.7395,2954521.379,WASHINGTON ST,,"42.35452134, -71.06142456",(42.35452134, -71.06142456),42.35452134,-71.06142456,2111
142043904,ARREST,DISORDERLY,24xx,A1,0,10/29/2014 16:24,Other,No,No,First,2014,10,Wednesday,Part Two,774711.7395,2954521.379,WASHINGTON ST,,"42.35452134, -71.06142456",(42.35452134, -71.06142456),42.35452134,-71.06142456,2111
130279366,UNK   ,DISORDERLY,24xx,A1,111,5/11/2013 0:04,Unarmed,No,No,Last,2013,5,Saturday,Part Two,774544.3321,2954750.109,TEMPLE PL,,"42.35515135, -71.06203955",(42.35515135, -71.06203955),42.35515135,-71.06203955,2111
130644569,PDRPT ,DISORDERLY,24xx,A1,72,10/8/2013 21:30,Other,No,No,First,2013,10,Tuesday,Part Two,774255.6857,2954822.79,TREMONT ST,,"42.35535484, -71.06310606",(42.35535484, -71.06310606),42.35535484,-71.06310606,2111
140298679,IVDRUG,DISORDERLY,24xx,A1,72,5/14/2014 16:21,Unarmed,No,No,First,2014,5,Wednesday,Part Two,774255.6857,2954822.79,TREMONT ST,,"42.35535484, -71.06310606",(42.35535484, -71.06310606),42.35535484,-71.06310606,2111
140182234,REMOVE,DISORDERLY,24xx,A1,105,3/26/2014 6:15,Unarmed,No,No,Last,2014,3,Wednesday,Part Two,774987.2219,2954827.095,SUMMER ST,,"42.35535634, -71.06039956",(42.35535634, -71.06039956),42.35535634,-71.06039956,2111
152034190,ARREST,DISORDERLY,24xx,A1,0,4/27/2015 11:01,Unarmed,No,No,Day,2015,4,Monday,Part Two,774987.2219,2954827.095,SUMMER ST,WASHINGTON ST,"42.35535634, -71.06039956",(42.35535634, -71.06039956),42.35535634,-71.06039956,2111
130730039,DK    ,DISORDERLY,24xx,A1,98,11/17/2013 11:02,Unarmed,No,No,Day,2013,11,Sunday,Part Two,774968.2164,2954843.395,WASHINGTON ST,WINTER ST,"42.35540135, -71.06046957",(42.35540135, -71.06046957),42.35540135,-71.06046957,2111
140116884,ARREST,DISORDERLY,24xx,A1,105,2/25/2014 1:47,Unarmed,No,No,Last,2014,2,Tuesday,Part Two,774968.2164,2954843.395,SUMMER ST,WASHINGTON ST,"42.35540135, -71.06046957",(42.35540135, -71.06046957),42.35540135,-71.06046957,2111
152036142,ARREST,DISORDERLY,24xx,A1,0,5/3/2015 18:46,Unarmed,No,No,First,2015,5,Sunday,Part Two,774900.3914,2954892.244,WINTER ST,WASHINGTON ST,"42.35553634, -71.06071956",(42.35553634, -71.06071956),42.35553634,-71.06071956,2111
140163416,ARREST,DISORDERLY,24xx,A1,111,3/17/2014 16:46,Unarmed,No,No,First,2014,3,Monday,Part Two,774411.8094,2955028.217,TREMONT ST,,"42.35591634, -71.06252456",(42.35591634, -71.06252456),42.35591634,-71.06252456,2111
140253189,IVPER ,DISORDERLY,24xx,A1,102,4/26/2014 1:30,Unarmed,No,No,Last,2014,4,Saturday,Part Two,774411.8094,2955028.217,TREMONT ST,,"42.35591634, -71.06252456",(42.35591634, -71.06252456),42.35591634,-71.06252456,2111
120659505,IVPER ,PubDrink,PubDrink,A1,102,10/19/2012 18:40,Unarmed,No,No,First,2012,10,Friday,Part Two,774411.8094,2955028.217,TREMONT ST,,"42.35591634, -71.06252456",(42.35591634, -71.06252456),42.35591634,-71.06252456,2111
130067239,IVPER ,PubDrink,PubDrink,A1,102,2/1/2013 18:32,Other,No,No,First,2013,2,Friday,Part Two,774411.8094,2955028.217,TREMONT ST,WINTER ST,"42.35591634, -71.06252456",(42.35591634, -71.06252456),42.35591634,-71.06252456,2111
142015945,FIGHT,DISORDERLY,24xx,A1,0,8/3/2014 23:25,Unarmed,No,No,First,2014,8,Sunday,Part Two,774501.7472,2955147.117,TREMONT ST,WINTER ST,"42.35624135, -71.06218957",(42.35624135, -71.06218957),42.35624135,-71.06218957,2111
,ARREST,Disorderly Conduct,24xx,A1,102,7/11/2015 0:00,None,No,No,,2015,7,Saturday,Part Two,774516,2960000,TREMONT ST,NULL,"42.3563753060765, -71.0621351278295",(42.3563753060765, -71.0621351278295),42.35637531,-71.06213513,2111
130758717,ARREST,DISORDERLY,24xx,A1,117,12/1/2013 18:00,Unarmed,No,No,First,2013,12,Sunday,Part Two,774311.2131,2953296.665,WASHINGTON ST,,"42.35116634, -71.06292956",(42.35116634, -71.06292956),42.35116634,-71.06292956,2112
142029263,ARREST,DISORDERLY,24xx,A1,0,9/13/2014 1:45,Unarmed,No,No,Last,2014,9,Saturday,Part Two,774311.2131,2953296.665,WASHINGTON ST,,"42.35116634, -71.06292956",(42.35116634, -71.06292956),42.35116634,-71.06292956,2112
120756951,ARREST,DISORDERLY,24xx,A1,117,12/3/2012 9:30,Unarmed,No,No,Day,2012,12,Monday,Part Two,774343.0987,2953404.334,WASHINGTON ST,LAGRANGE ST,"42.35146135, -71.06280957",(42.35146135, -71.06280957),42.35146135,-71.06280957,2112
152009456,ARREST,DISORDERLY,24xx,A1,0,2/5/2015 2:17,Unarmed,No,No,Last,2015,2,Thursday,Part Two,774343.0995,2953404.334,WASHINGTON ST,LAGRANGE ST,"42.35146135, -71.06280956",(42.35146135, -71.06280956),42.35146135,-71.06280956,2112
142010823,ARREST,DISORDERLY,24xx,A1,0,7/19/2014 20:30,Unarmed,No,No,First,2014,7,Saturday,Part Two,774348.337,2953437.16,WASHINGTON AV,BEACH ST,"42.35155135, -71.06278957",(42.35155135, -71.06278957),42.35155135,-71.06278957,2112
130766045,REMOVE,DISORDERLY,24xx,A1,117,12/4/2013 22:36,Unarmed,No,No,First,2013,12,Wednesday,Part Two,774362.9145,2953493.721,WASHINGTON ST,,"42.35170634, -71.06273456",(42.35170634, -71.06273456),42.35170634,-71.06273456,2112
140206861,ARREST,DISORDERLY,24xx,A1,117,4/6/2014 2:38,Unarmed,No,No,Last,2014,4,Sunday,Part Two,774362.9145,2953493.721,WASHINGTON ST,,"42.35170634, -71.06273456",(42.35170634, -71.06273456),42.35170634,-71.06273456,2112
140090377,FIGHT ,DISORDERLY,24xx,A1,111,2/12/2014 19:30,Unarmed,No,No,First,2014,2,Wednesday,Part Two,774325.2748,2953717.652,BOYLSTON ST,,"42.35232134, -71.06286956",(42.35232134, -71.06286956),42.35232134,-71.06286956,2112
152010510,ARREST,DISORDERLY,24xx,A1,0,2/8/2015 20:48,Unarmed,No,No,First,2015,2,Sunday,Part Two,774325.2748,2953717.652,BOYLSTON ST,WASHINGTON ST,"42.35232134, -71.06286956",(42.35232134, -71.06286956),42.35232134,-71.06286956,2112
152044609,ARREST,DISORDERLY,24xx,A1,0,5/30/2015 10:30,Unarmed,No,No,Day,2015,5,Saturday,Part Two,774325.2748,2953717.652,BOYLSTON ST,,"42.35232134, -71.06286956",(42.35232134, -71.06286956),42.35232134,-71.06286956,2112
120598037,ARREST,DISORDERLY,24xx,A1,111,9/23/2012 10:50,Unarmed,No,No,Day,2012,9,Sunday,Part Two,773925.1896,2953722.893,BOYLSTON ST,TAMWORTH ST,"42.35234134, -71.06434956",(42.35234134, -71.06434956),42.35234134,-71.06434956,2112
152012176,DISTRB,DISORDERLY,24xx,A1,0,2/15/2015 2:30,Other,No,No,Last,2015,2,Sunday,Part Two,773925.1896,2953722.893,BOYLSTON ST,,"42.35234134, -71.06434956",(42.35234134, -71.06434956),42.35234134,-71.06434956,2112
140272237,ARREST,OPERATING UNDER INFLUENCE,21xx,A1,111,5/4/2014 3:26,Unarmed,No,No,Last,2014,5,Sunday,Part Two,774398.1813,2953732.602,BOYLSTON ST,WASHINGTON ST,"42.35236135, -71.06259957",(42.35236135, -71.06259957),42.35236135,-71.06259957,2112
130259958,CD19  ,DISORDERLY,24xx,A1,0,5/2/2013 17:19,Unarmed,No,No,First,2013,5,Thursday,Part Two,774404.2569,2953865.65,WASHINGTON ST,BOYLSTON ST,"42.35272634, -71.06257456",(42.35272634, -71.06257456),42.35272634,-71.06257456,2112
152013294,ARREST,DISORDERLY,24xx,A1,0,2/18/2015 22:45,Unarmed,No,No,First,2015,2,Wednesday,Part Two,774404.2569,2953865.65,WASHINGTON ST,,"42.35272634, -71.06257456",(42.35272634, -71.06257456),42.35272634,-71.06257456,2112
152028321,ARREST,DISORDERLY,24xx,A1,0,4/7/2015 20:27,Unarmed,No,No,First,2015,4,Tuesday,Part Two,774404.2569,2953865.65,WASHINGTON ST,ESSEX ST,"42.35272634, -71.06257456",(42.35272634, -71.06257456),42.35272634,-71.06257456,2112
152033404,AB,DISORDERLY,24xx,A1,0,4/24/2015 15:15,Unarmed,No,No,Day,2015,4,Friday,Part Two,774404.2569,2953865.65,WASHINGTON ST,,"42.35272634, -71.06257456",(42.35272634, -71.06257456),42.35272634,-71.06257456,2112
130466329,DISTRB,DISORDERLY,24xx,A1,84,7/27/2013 2:52,Unarmed,No,No,Last,2013,7,Saturday,Part Two,776572.5846,2957918.391,HANOVER ST,,"42.36381634, -71.05447456",(42.36381634, -71.05447456),42.36381634,-71.05447456,2113
130356385,ARREST,OPERATING UNDER INFLUENCE,21xx,A1,89,6/12/2013 3:12,Other,No,No,Last,2013,6,Wednesday,Part Two,777499.5253,2957928.718,COMMERCIAL ST,,"42.36383134, -71.05104456",(42.36383134, -71.05104456),42.36383134,-71.05104456,2113
152042190,ARREST,OPERATING UNDER INFLUENCE,21xx,A1,0,5/22/2015 23:35,Unarmed,No,No,First,2015,5,Friday,Part Two,777492.2222,2958032.542,ATLANTIC AV,,"42.36411634, -71.05106956",(42.36411634, -71.05106956),42.36411634,-71.05106956,2113
140023098,ARREST,DISORDERLY,24xx,A1,88,1/12/2014 12:20,Unarmed,No,No,Day,2014,1,Sunday,Part Two,776786.054,2958183.719,HANOVER ST,,"42.36454134, -71.05367956",(42.36454134, -71.05367956),42.36454134,-71.05367956,2113
140290013,ARREST,OPERATING UNDER INFLUENCE,21xx,A1,79,5/11/2014 3:40,Other,No,No,Last,2014,5,Sunday,Part Two,775517.4849,2958388.484,N WASHINGTON ST,VALENTI WY,"42.36512135, -71.05836957",(42.36512135, -71.05836957),42.36512135,-71.05836957,2113
120764810,DISTRB,DISORDERLY,24xx,A1,85,12/6/2012 14:46,Unarmed,No,No,Day,2012,12,Thursday,Part Two,776298.3304,2958425.339,PRINCE ST,SALEM ST,"42.36521135, -71.05547957",(42.36521135, -71.05547957),42.36521135,-71.05547957,2113
152024741,ARREST,DISORDERLY,24xx,A1,0,3/27/2015 2:30,Unarmed,No,No,Last,2015,3,Friday,Part Two,776248.1361,2958463.343,PRINCE ST,SALEM ST,"42.36531634, -71.05566456",(42.36531634, -71.05566456),42.36531634,-71.05566456,2113
130637018,DISTRB,DISORDERLY,24xx,A1,85,10/6/2013 2:15,Unarmed,No,No,Last,2013,10,Sunday,Part Two,776354.484,2958540.428,SALEM ST,,"42.36552634, -71.05526956",(42.36552634, -71.05526956),42.36552634,-71.05526956,2113
120660021,ARREST,DISORDERLY,24xx,A1,84,10/20/2012 2:05,Unarmed,No,No,Last,2012,10,Saturday,Part Two,776485.4775,2958555.688,N BENNET CT,,"42.36556634, -71.05478456",(42.36556634, -71.05478456),42.36556634,-71.05478456,2113
140225108,PERGUN,DISORDERLY,24xx,A1,83,4/13/2014 23:44,Unarmed,No,No,First,2014,4,Sunday,Part Two,776594.4218,2958652.83,TILESTON ST,UNITY ST,"42.36583135, -71.05437957",(42.36583135, -71.05437957),42.36583135,-71.05437957,2113
120531266,FIGHT ,DISORDERLY,24xx,A1,79,8/25/2012 23:21,Unarmed,No,No,First,2012,8,Saturday,Part Two,775818.7432,2958663.368,ENDICOTT ST,N MARGIN ST,"42.36587134, -71.05724957",(42.36587134, -71.05724957),42.36587134,-71.05724957,2113
142038456,INVEST,DISORDERLY,24xx,A1,0,10/12/2014 10:00,Unarmed,No,No,Day,2014,10,Sunday,Part Two,775897.9111,2958735.017,PRINCE ST,,"42.36606682, -71.05695525",(42.36606682, -71.05695525),42.36606682,-71.05695525,2113
120801768,ARREST,DISORDERLY,24xx,A1,80,12/23/2012 2:23,Other,No,No,Last,2012,12,Sunday,Part Two,776151.5198,2958852.78,SHEAFE ST,,"42.36638634, -71.05601456",(42.36638634, -71.05601456),42.36638634,-71.05601456,2113
120774242,SUSPER,DISORDERLY,24xx,A1,83,12/10/2012 21:18,Unarmed,No,No,First,2012,12,Monday,Part Two,777059.7148,2958952.949,HANOVER ST,,"42.36664819, -71.05265204",(42.36664819, -71.05265204),42.36664819,-71.05265204,2113
152011849,ARREST,DISORDERLY,24xx,A1,0,2/13/2015 18:11,Unarmed,No,No,First,2015,2,Friday,Part Two,777059.7148,2958952.949,HANOVER ST,,"42.36664819, -71.05265204",(42.36664819, -71.05265204),42.36664819,-71.05265204,2113
130553056,PARTY ,DISORDERLY,24xx,A1,83,9/1/2013 3:00,Unarmed,No,No,Last,2013,9,Sunday,Part Two,776782.3132,2959156.727,HENCHMAN ST,,"42.36721134, -71.05367456",(42.36721134, -71.05367456),42.36721134,-71.05367456,2113
130468556,FIGHT ,DISORDERLY,24xx,A1,83,7/28/2013 0:40,Other,No,No,Last,2013,7,Sunday,Part Two,776696.178,2959349.423,COMMERCIAL ST,FOSTER ST,"42.36774134, -71.05398957",(42.36774134, -71.05398957),42.36774134,-71.05398957,2113
130485392,DISTRB,DISORDERLY,24xx,A1,82,8/3/2013 22:40,Unarmed,No,No,First,2013,8,Saturday,Part Two,776648.7632,2959372.864,COMMERCIAL ST,,"42.36780634, -71.05416456",(42.36780634, -71.05416456),42.36780634,-71.05416456,2113
140243374,FIGHT ,DISORDERLY,24xx,A1,82,4/21/2014 23:11,Unarmed,No,No,First,2014,4,Monday,Part Two,775854.7691,2959425.581,COMMERCIAL ST,,"42.36796235, -71.05710161",(42.36796235, -71.05710161),42.36796235,-71.05710161,2113
142016607,ARREST,OPERATING UNDER INFLUENCE,21xx,A7,0,8/6/2014 2:25,Unarmed,No,No,Last,2014,8,Wednesday,Part Two,779414.5312,2960417.001,NEW ST,SUMNER ST,"42.37063134, -71.04390957",(42.37063134, -71.04390957),42.37063134,-71.04390957,2113
130559034,SSTOP ,PubDrink,PubDrink,A7,26,9/3/2013 18:20,Unarmed,No,No,First,2013,9,Tuesday,Part Two,780505.5183,2961056.97,LONDON ST,DECATUR ST,"42.37237134, -71.03985957",(42.37237134, -71.03985957),42.37237134,-71.03985957,2113
140114561,ARREST,OPERATING UNDER INFLUENCE,21xx,A7,26,2/24/2014 3:01,Other,No,No,Last,2014,2,Monday,Part Two,780418.7157,2961118.456,DECATUR ST,,"42.37254134, -71.04017957",(42.37254134, -71.04017957),42.37254134,-71.04017957,2113
120624325,ARREST,PubDrink,PubDrink,A7,26,10/4/2012 11:25,Unarmed,No,No,Day,2012,10,Thursday,Part Two,780331.9121,2961179.94,LIVERPOOL ST,DECATUR ST,"42.37271134, -71.04049957",(42.37271134, -71.04049957),42.37271134,-71.04049957,2113
130479494,IVPER ,PubDrink,PubDrink,A7,26,8/1/2013 15:25,Unarmed,No,No,Day,2013,8,Thursday,Part Two,780331.9121,2961179.94,LIVERPOOL ST,DECATUR ST,"42.37271134, -71.04049957",(42.37271134, -71.04049957),42.37271134,-71.04049957,2113
152003899,ARREST,DISORDERLY,24xx,A1,0,1/15/2015 13:45,Unarmed,No,No,Day,2015,1,Thursday,Part Two,775321.4109,2954493.545,SUMMER ST,,"42.35443634, -71.05916956",(42.35443634, -71.05916956),42.35443634,-71.05916956,2114
152013609,ARREST,DISORDERLY,24xx,A1,0,2/20/2015 2:51,Other,No,No,Last,2015,2,Friday,Part Two,772525.884,2955151.637,CHARLES ST,,"42.35628134, -71.06949956",(42.35628134, -71.06949956),42.35628134,-71.06949956,2114
130376627,REMOVE,DISORDERLY,24xx,A1,66,6/20/2013 17:54,Unarmed,No,No,First,2013,6,Thursday,Part Two,772173.3348,2956458.16,CHARLES ST,,"42.35987134, -71.07077956",(42.35987134, -71.07077956),42.35987134,-71.07077956,2114
,FIGHT,Disorderly Conduct,24xx,A1,73,8/1/2015 0:00,None,No,No,,2015,8,Saturday,Part Two,775043,2960000,CENTER PLZ,NULL,"42.359883725554, -71.0601618941444",(42.359883725554, -71.0601618941444),42.35988373,-71.06016189,2114
,ARREST,Disorderly Conduct,24xx,A1,73,8/1/2015 0:00,None,No,No,,2015,8,Saturday,Part Two,775043,2960000,CENTER PLZ,NULL,"42.359883725554, -71.0601618941444",(42.359883725554, -71.0601618941444),42.35988373,-71.06016189,2114
130307112,FIGHT ,DISORDERLY,24xx,A1,70,5/22/2013 18:20,Unarmed,No,No,First,2013,5,Wednesday,Part Two,772161.4146,2956678.579,CHARLES ST,,"42.36047634, -71.07081956",(42.36047634, -71.07081956),42.36047634,-71.07081956,2114
130768025,DISTRB,DISORDERLY,24xx,A1,66,12/5/2013 19:33,Unarmed,No,No,First,2013,12,Thursday,Part Two,772161.4146,2956678.579,CHARLES ST,,"42.36047634, -71.07081956",(42.36047634, -71.07081956),42.36047634,-71.07081956,2114
130452922,AOD   ,DISORDERLY,24xx,A1,66,7/21/2013 15:21,Unarmed,No,No,Day,2013,7,Sunday,Part Two,772577.8924,2956895.691,CAMBRIDGE ST,,"42.36106634, -71.06927456",(42.36106634, -71.06927456),42.36106634,-71.06927456,2114
142030927,ARREST,PubDrink,PubDrink,A1,0,9/19/2014 13:14,Unarmed,No,No,Day,2014,9,Friday,Part Two,773414.2254,2956927.262,CAMBRIDGE ST,,"42.36114134, -71.06617956",(42.36114134, -71.06617956),42.36114134,-71.06617956,2114
120560738,REQP  ,DISORDERLY,24xx,A1,67,9/7/2012 19:38,Unarmed,No,No,First,2012,9,Friday,Part Two,773530.4391,2956927.854,CAMBRIDGE ST,,"42.36114134, -71.06574956",(42.36114134, -71.06574956),42.36114134,-71.06574956,2114
130658699,DISTRB,DISORDERLY,24xx,A1,68,10/15/2013 19:40,Unarmed,No,No,First,2013,10,Tuesday,Part Two,773752.0472,2956930.805,TREMONT ST,JOY ST,"42.36114634, -71.06492956",(42.36114634, -71.06492956),42.36114634,-71.06492956,2114
130796417,ARREST,OPERATING UNDER INFLUENCE,21xx,A1,64,12/18/2013 22:30,Other,No,No,First,2013,12,Wednesday,Part Two,772451.6217,2956931.634,CAMBRIDGE ST,,"42.36116672, -71.06974109",(42.36116672, -71.06974109),42.36116672,-71.06974109,2114
120768643,ARREST,DISORDERLY,24xx,A1,68,12/8/2012 8:35,Unarmed,No,No,Day,2012,12,Saturday,Part Two,774189.8364,2956943.149,CAMBRIDGE ST,,"42.36117407, -71.06330952",(42.36117407, -71.06330952),42.36117407,-71.06330952,2114
130494498,ARREST,DISORDERLY,24xx,A1,64,8/7/2013 18:22,Unarmed,No,No,First,2013,8,Wednesday,Part Two,772735.7858,2956938.398,CAMBRIDGE ST,N GROVE ST,"42.36118135, -71.06868956",(42.36118135, -71.06868956),42.36118135,-71.06868956,2114
152019916,ARREST,DISORDERLY,24xx,A1,0,3/12/2015 10:45,Unarmed,No,No,Day,2015,3,Thursday,Part Two,772926.2953,2956944.829,CAMBRIDGE ST,,"42.36119634, -71.06798456",(42.36119634, -71.06798456),42.36119634,-71.06798456,2114
142017128,IVPREM,PubDrink,PubDrink,A1,0,8/7/2014 17:30,Unarmed,No,No,First,2014,8,Thursday,Part Two,774320.5907,2957004.776,BOWDOIN SQ,,"42.36134134, -71.06282456",(42.36134134, -71.06282456),42.36134134,-71.06282456,2114
142025119,ARREST,PubDrink,PubDrink,A1,0,9/1/2014 16:23,Unarmed,No,No,First,2014,9,Monday,Part Two,774320.5907,2957004.776,BOWDOIN SQ,,"42.36134134, -71.06282456",(42.36134134, -71.06282456),42.36134134,-71.06282456,2114
142034278,IVPER,PubDrink,PubDrink,A1,0,9/29/2014 15:50,Unarmed,No,No,Day,2014,9,Monday,Part Two,774320.5907,2957004.776,BOWDOIN SQ,,"42.36134134, -71.06282456",(42.36134134, -71.06282456),42.36134134,-71.06282456,2114
152004072,REQP,DISORDERLY,24xx,A1,0,1/16/2015 0:51,Unarmed,No,No,Last,2015,1,Friday,Part Two,775818.5251,2957143.695,UNION ST,HANOVER ST,"42.36170134, -71.05727956",(42.36170134, -71.05727956),42.36170134,-71.05727956,2114
130265300,MVADD ,OPERATING UNDER INFLUENCE,21xx,A1,65,5/4/2013 23:02,Other,No,No,First,2013,5,Saturday,Part Two,774050.6995,2957194.719,STANIFORD ST,,"42.36186634, -71.06381956",(42.36186634, -71.06381956),42.36186634,-71.06381956,2114
142002566,ARREST,PubDrink,PubDrink,A1,0,6/24/2014 10:00,Unarmed,No,No,Day,2014,6,Tuesday,Part Two,774477.1238,2957311.698,BULFINCH PL,NEW CHARDON ST,"42.36218134, -71.06223957",(42.36218134, -71.06223957),42.36218134,-71.06223957,2114
130062195,ARREST,DISORDERLY,24xx,A1,74,1/30/2013 15:00,Unarmed,No,No,Day,2013,1,Wednesday,Part Two,774546.0673,2957359.042,NEW CHARDON ST,,"42.36231028, -71.06198357",(42.36231028, -71.06198357),42.36231028,-71.06198357,2114
130579927,CD9   ,DISORDERLY,24xx,A1,0,9/12/2013 8:30,Other,No,No,Day,2013,9,Thursday,Part Two,774546.0673,2957359.042,NEW CHARDON ST,,"42.36231028, -71.06198357",(42.36231028, -71.06198357),42.36231028,-71.06198357,2114
130597018,ARREST,DISORDERLY,24xx,A1,74,9/19/2013 8:37,Unarmed,No,No,Day,2013,9,Thursday,Part Two,774546.0673,2957359.042,NEW CHARDON ST,,"42.36231028, -71.06198357",(42.36231028, -71.06198357),42.36231028,-71.06198357,2114
